Fecha,Temporada,Jornada,Equipo1,Equipo2,Goles1,Goles2
21/12/1980,1980-1981,16,Las Palmas,Sporting de Gijón,1,2
21/12/1980,1980-1981,16,Betis,Murcia,0,2
21/12/1980,1980-1981,16,Hércules,Sevilla,0,0
21/12/1980,1980-1981,16,Osasuna,Valencia,1,4
21/12/1980,1980-1981,16,Zaragoza,Valladolid,1,1
27/12/1980,1980-1981,17,Valencia,Las Palmas,4,1
28/12/1980,1980-1981,17,Sevilla,Barcelona,1,3
28/12/1980,1980-1981,17,Español,Betis,2,1
28/12/1980,1980-1981,17,Murcia,Hércules,0,1
28/12/1980,1980-1981,17,Atlético de Madrid,Osasuna,0,0
28/12/1980,1980-1981,17,Sporting de Gijón,Real Sociedad,2,1
28/12/1980,1980-1981,17,Valladolid,Real Madrid,1,1
28/12/1980,1980-1981,17,Athletic Club,Salamanca,2,3
28/12/1980,1980-1981,17,AD Almería,Zaragoza,0,1
3/01/1981,1980-1981,18,Osasuna,Las Palmas,0,2
4/01/1981,1980-1981,18,Murcia,Barcelona,0,1
4/01/1981,1980-1981,18,Sporting de Gijón,Betis,0,2
4/01/1981,1980-1981,18,Español,Hércules,0,2
4/01/1981,1980-1981,18,Valencia,Real Sociedad,1,2
4/01/1981,1980-1981,18,AD Almería,Real Madrid,0,4
4/01/1981,1980-1981,18,Sevilla,Salamanca,0,0
4/01/1981,1980-1981,18,Atlético de Madrid,Valladolid,2,0
4/01/1981,1980-1981,18,Athletic Club,Zaragoza,3,2
11/01/1981,1980-1981,19,Valladolid,AD Almería,1,1
11/01/1981,1980-1981,19,Real Madrid,Athletic Club,1,1
11/01/1981,1980-1981,19,Las Palmas,Atlético de Madrid,2,2
11/01/1981,1980-1981,19,Valencia,Betis,1,1
11/01/1981,1980-1981,19,Barcelona,Español,0,1
11/01/1981,1980-1981,19,Hércules,Sporting de Gijón,1,3
11/01/1981,1980-1981,19,Salamanca,Murcia,1,1
11/01/1981,1980-1981,19,Real Sociedad,Osasuna,3,0
11/01/1981,1980-1981,19,Zaragoza,Sevilla,0,0
17/01/1981,1980-1981,20,Las Palmas,Real Sociedad,0,2
18/01/1981,1980-1981,20,Atlético de Madrid,AD Almería,1,2
18/01/1981,1980-1981,20,Sporting de Gijón,Barcelona,1,3
18/01/1981,1980-1981,20,Osasuna,Betis,1,1
18/01/1981,1980-1981,20,Valencia,Hércules,1,1
18/01/1981,1980-1981,20,Sevilla,Real Madrid,2,3
18/01/1981,1980-1981,20,Español,Salamanca,2,3
18/01/1981,1980-1981,20,Athletic Club,Valladolid,0,0
18/01/1981,1980-1981,20,Murcia,Zaragoza,6,1
24/01/1981,1980-1981,21,Betis,Las Palmas,4,2
25/01/1981,1980-1981,21,AD Almería,Athletic Club,1,5
25/01/1981,1980-1981,21,Real Sociedad,Atlético de Madrid,0,2
25/01/1981,1980-1981,21,Zaragoza,Español,1,1
25/01/1981,1980-1981,21,Salamanca,Sporting de Gijón,0,4
25/01/1981,1980-1981,21,Real Madrid,Murcia,1,1
25/01/1981,1980-1981,21,Hércules,Osasuna,2,1
25/01/1981,1980-1981,21,Valladolid,Sevilla,0,1
25/01/1981,1980-1981,21,Barcelona,Valencia,3,3
1/02/1981,1980-1981,22,Sevilla,AD Almería,0,0
1/02/1981,1980-1981,22,Atlético de Madrid,Athletic Club,1,3
1/02/1981,1980-1981,22,Osasuna,Barcelona,0,6
1/02/1981,1980-1981,22,Real Sociedad,Betis,0,1
1/02/1981,1980-1981,22,Las Palmas,Hércules,3,2
1/02/1981,1980-1981,22,Español,Real Madrid,2,1
1/02/1981,1980-1981,22,Valencia,Salamanca,1,0
1/02/1981,1980-1981,22,Murcia,Valladolid,0,1
1/02/1981,1980-1981,22,Sporting de Gijón,Zaragoza,0,0
7/02/1981,1980-1981,23,Barcelona,Las Palmas,4,1
8/02/1981,1980-1981,23,Betis,Atlético de Madrid,4,0
8/02/1981,1980-1981,23,Valladolid,Español,0,0
8/02/1981,1980-1981,23,Real Madrid,Sporting de Gijón,0,4
8/02/1981,1980-1981,23,AD Almería,Murcia,1,2
8/02/1981,1980-1981,23,Salamanca,Osasuna,1,1
8/02/1981,1980-1981,23,Hércules,Real Sociedad,1,1
8/02/1981,1980-1981,23,Athletic Club,Sevilla,0,2
8/02/1981,1980-1981,23,Zaragoza,Valencia,0,3
15/02/1981,1980-1981,24,Español,AD Almería,0,2
15/02/1981,1980-1981,24,Murcia,Athletic Club,0,3
15/02/1981,1980-1981,24,Real Sociedad,Barcelona,0,2
15/02/1981,1980-1981,24,Betis,Hércules,1,0
15/02/1981,1980-1981,24,Valencia,Real Madrid,1,2
15/02/1981,1980-1981,24,Las Palmas,Salamanca,2,0
15/02/1981,1980-1981,24,Atlético de Madrid,Sevilla,1,1
15/02/1981,1980-1981,24,Sporting de Gijón,Valladolid,2,1
15/02/1981,1980-1981,24,Osasuna,Zaragoza,1,3
21/02/1981,1980-1981,25,Zaragoza,Las Palmas,0,3
22/02/1981,1980-1981,25,Hércules,Atlético de Madrid,0,1
22/02/1981,1980-1981,25,Barcelona,Betis,1,1
22/02/1981,1980-1981,25,Athletic Club,Español,0,1
22/02/1981,1980-1981,25,AD Almería,Sporting de Gijón,2,5
22/02/1981,1980-1981,25,Sevilla,Murcia,0,0
22/02/1981,1980-1981,25,Real Madrid,Osasuna,2,1
22/02/1981,1980-1981,25,Salamanca,Real Sociedad,0,1
22/02/1981,1980-1981,25,Valladolid,Valencia,2,2
28/02/1981,1980-1981,26,Las Palmas,Real Madrid,0,3
1/03/1981,1980-1981,26,Valencia,AD Almería,0,1
1/03/1981,1980-1981,26,Sporting de Gijón,Athletic Club,1,1
1/03/1981,1980-1981,26,Hércules,Barcelona,0,6
1/03/1981,1980-1981,26,Atlético de Madrid,Murcia,2,0
1/03/1981,1980-1981,26,Betis,Salamanca,0,2
1/03/1981,1980-1981,26,Español,Sevilla,0,2
1/03/1981,1980-1981,26,Osasuna,Valladolid,1,2
1/03/1981,1980-1981,26,Real Sociedad,Zaragoza,1,0
8/03/1981,1980-1981,27,Barcelona,Atlético de Madrid,0,1
8/03/1981,1980-1981,27,Zaragoza,Betis,0,2
8/03/1981,1980-1981,27,Murcia,Español,1,2
8/03/1981,1980-1981,27,Sevilla,Sporting de Gijón,0,3
8/03/1981,1980-1981,27,Salamanca,Hércules,2,3
8/03/1981,1980-1981,27,Valladolid,Las Palmas,2,0
8/03/1981,1980-1981,27,AD Almería,Osasuna,1,2
8/03/1981,1980-1981,27,Real Madrid,Real Sociedad,1,3
8/03/1981,1980-1981,27,Athletic Club,Valencia,0,0
15/03/1981,1980-1981,28,Las Palmas,AD Almería,1,0
15/03/1981,1980-1981,28,Osasuna,Athletic Club,1,1
15/03/1981,1980-1981,28,Atlético de Madrid,Español,0,2
15/03/1981,1980-1981,28,Sporting de Gijón,Murcia,1,2
15/03/1981,1980-1981,28,Betis,Real Madrid,2,4
15/03/1981,1980-1981,28,Barcelona,Salamanca,1,2
15/03/1981,1980-1981,28,Valencia,Sevilla,0,1
15/03/1981,1980-1981,28,Real Sociedad,Valladolid,0,0
15/03/1981,1980-1981,28,Hércules,Zaragoza,1,1
21/03/1981,1980-1981,29,Athletic Club,Las Palmas,3,1
22/03/1981,1980-1981,29,Salamanca,Atlético de Madrid,1,1
22/03/1981,1980-1981,29,Zaragoza,Barcelona,0,0
22/03/1981,1980-1981,29,Valladolid,Betis,2,2
22/03/1981,1980-1981,29,Español,Sporting de Gijón,1,0
22/03/1981,1980-1981,29,Real Madrid,Hércules,2,1
22/03/1981,1980-1981,29,Sevilla,Osasuna,1,2
22/03/1981,1980-1981,29,AD Almería,Real Sociedad,1,3
22/03/1981,1980-1981,29,Murcia,Valencia,2,3
29/03/1981,1980-1981,30,Betis,AD Almería,2,0
29/03/1981,1980-1981,30,Real Sociedad,Athletic Club,2,0
29/03/1981,1980-1981,30,Valencia,Español,2,1
29/03/1981,1980-1981,30,Atlético de Madrid,Sporting de Gijón,0,3
29/03/1981,1980-1981,30,Osasuna,Murcia,0,1
29/03/1981,1980-1981,30,Barcelona,Real Madrid,0,3
29/03/1981,1980-1981,30,Las Palmas,Sevilla,2,3
29/03/1981,1980-1981,30,Hércules,Valladolid,1,2
29/03/1981,1980-1981,30,Salamanca,Zaragoza,0,2
4/04/1981,1980-1981,31,Murcia,Las Palmas,2,1
4/04/1981,1980-1981,31,Real Madrid,Salamanca,3,1
5/04/1981,1980-1981,31,Zaragoza,Atlético de Madrid,2,1
5/04/1981,1980-1981,31,Valladolid,Barcelona,1,2
5/04/1981,1980-1981,31,Athletic Club,Betis,0,2
5/04/1981,1980-1981,31,AD Almería,Hércules,0,1
5/04/1981,1980-1981,31,Español,Osasuna,0,1
5/04/1981,1980-1981,31,Sevilla,Real Sociedad,0,3
5/04/1981,1980-1981,31,Sporting de Gijón,Valencia,1,3
12/04/1981,1980-1981,32,Barcelona,AD Almería,5,2
12/04/1981,1980-1981,32,Hércules,Athletic Club,3,5
12/04/1981,1980-1981,32,Las Palmas,Español,1,3
12/04/1981,1980-1981,32,Osasuna,Sporting de Gijón,1,5
12/04/1981,1980-1981,32,Real Sociedad,Murcia,2,0
12/04/1981,1980-1981,32,Zaragoza,Real Madrid,0,2
12/04/1981,1980-1981,32,Betis,Sevilla,1,2
12/04/1981,1980-1981,32,Atlético de Madrid,Valencia,1,1
12/04/1981,1980-1981,32,Salamanca,Valladolid,0,3
19/04/1981,1980-1981,33,Athletic Club,Barcelona,1,0
19/04/1981,1980-1981,33,Murcia,Betis,0,1
19/04/1981,1980-1981,33,Sevilla,Hércules,1,5
19/04/1981,1980-1981,33,Sporting de Gijón,Las Palmas,1,3
19/04/1981,1980-1981,33,Valencia,Osasuna,0,2
19/04/1981,1980-1981,33,Español,Real Sociedad,1,2
19/04/1981,1980-1981,33,Atlético de Madrid,Real Madrid,0,2
19/04/1981,1980-1981,33,AD Almería,Salamanca,1,2
19/04/1981,1980-1981,33,Valladolid,Zaragoza,1,1
19/09/1981,1981-1982,1,Athletic Club,Atlético de Madrid,0,2
20/09/1981,1981-1982,1,Cádiz,Barcelona,0,4
20/09/1981,1981-1982,1,Las Palmas,Castellón,1,1
20/09/1981,1981-1982,1,Español,Hércules,0,2
20/09/1981,1981-1982,1,Betis,Racing de Santander,1,2
20/09/1981,1981-1982,1,Real Madrid,Real Sociedad,1,3
20/09/1981,1981-1982,1,Osasuna,Sevilla,3,2
20/09/1981,1981-1982,1,Sporting de Gijón,Valladolid,1,2
20/09/1981,1981-1982,1,Valencia,Zaragoza,0,2
26/09/1981,1981-1982,2,Sevilla,Athletic Club,0,2
26/09/1981,1981-1982,2,Barcelona,Las Palmas,1,2
26/09/1981,1981-1982,2,Atlético de Madrid,Real Madrid,1,2
26/09/1981,1981-1982,2,Valladolid,Valencia,0,3
27/09/1981,1981-1982,2,Real Sociedad,Betis,1,0
27/09/1981,1981-1982,2,Racing de Santander,Cádiz,0,1
27/09/1981,1981-1982,2,Zaragoza,Español,1,0
27/09/1981,1981-1982,2,Castellón,Sporting de Gijón,0,1
27/09/1981,1981-1982,2,Hércules,Osasuna,1,3
3/10/1981,1981-1982,3,Sporting de Gijón,Barcelona,0,1
4/10/1981,1981-1982,3,Betis,Atlético de Madrid,0,1
4/10/1981,1981-1982,3,Athletic Club,Hércules,1,3
4/10/1981,1981-1982,3,Las Palmas,Racing de Santander,1,3
4/10/1981,1981-1982,3,Cádiz,Real Sociedad,0,3
4/10/1981,1981-1982,3,Real Madrid,Sevilla,0,0
4/10/1981,1981-1982,3,Español,Valencia,1,1
4/10/1981,1981-1982,3,Castellón,Valladolid,0,2
4/10/1981,1981-1982,3,Osasuna,Zaragoza,1,1
7/10/1981,1981-1982,4,Sevilla,Betis,0,2
7/10/1981,1981-1982,4,Atlético de Madrid,Cádiz,0,1
7/10/1981,1981-1982,4,Barcelona,Castellón,6,1
7/10/1981,1981-1982,4,Valladolid,Español,1,3
7/10/1981,1981-1982,4,Racing de Santander,Sporting de Gijón,0,2
7/10/1981,1981-1982,4,Real Sociedad,Las Palmas,0,0
7/10/1981,1981-1982,4,Valencia,Osasuna,1,2
7/10/1981,1981-1982,4,Hércules,Real Madrid,1,2
7/10/1981,1981-1982,4,Athletic Club,Zaragoza,0,1
10/10/1981,1981-1982,5,Betis,Hércules,1,3
11/10/1981,1981-1982,5,Las Palmas,Atlético de Madrid,1,3
11/10/1981,1981-1982,5,Osasuna,Español,1,0
11/10/1981,1981-1982,5,Castellón,Racing de Santander,1,4
11/10/1981,1981-1982,5,Sporting de Gijón,Real Sociedad,0,3
11/10/1981,1981-1982,5,Cádiz,Sevilla,1,3
11/10/1981,1981-1982,5,Athletic Club,Valencia,0,4
11/10/1981,1981-1982,5,Barcelona,Valladolid,3,2
11/10/1981,1981-1982,5,Real Madrid,Zaragoza,2,2
17/10/1981,1981-1982,6,Racing de Santander,Barcelona,1,5
17/10/1981,1981-1982,6,Sevilla,Las Palmas,1,3
17/10/1981,1981-1982,6,Valencia,Real Madrid,0,3
18/10/1981,1981-1982,6,Español,Athletic Club,1,3
18/10/1981,1981-1982,6,Zaragoza,Betis,0,2
18/10/1981,1981-1982,6,Hércules,Cádiz,2,3
18/10/1981,1981-1982,6,Real Sociedad,Castellón,3,1
18/10/1981,1981-1982,6,Atlético de Madrid,Sporting de Gijón,2,3
18/10/1981,1981-1982,6,Valladolid,Osasuna,1,1
24/10/1981,1981-1982,7,Barcelona,Real Sociedad,1,1
25/10/1981,1981-1982,7,Castellón,Atlético de Madrid,0,3
25/10/1981,1981-1982,7,Real Madrid,Español,0,1
25/10/1981,1981-1982,7,Las Palmas,Hércules,0,3
25/10/1981,1981-1982,7,Athletic Club,Osasuna,2,0
25/10/1981,1981-1982,7,Sporting de Gijón,Sevilla,0,0
25/10/1981,1981-1982,7,Betis,Valencia,1,2
25/10/1981,1981-1982,7,Racing de Santander,Valladolid,0,0
25/10/1981,1981-1982,7,Cádiz,Zaragoza,1,2
31/10/1981,1981-1982,8,Atlético de Madrid,Barcelona,0,2
31/10/1981,1981-1982,8,Zaragoza,Las Palmas,4,2
31/10/1981,1981-1982,8,Osasuna,Real Madrid,0,1
1/11/1981,1981-1982,8,Valladolid,Athletic Club,0,4
1/11/1981,1981-1982,8,Español,Betis,0,2
1/11/1981,1981-1982,8,Valencia,Cádiz,0,0
1/11/1981,1981-1982,8,Sevilla,Castellón,3,0
1/11/1981,1981-1982,8,Hércules,Sporting de Gijón,1,1
1/11/1981,1981-1982,8,Real Sociedad,Racing de Santander,3,2
7/11/1981,1981-1982,9,Real Madrid,Athletic Club,2,1
8/11/1981,1981-1982,9,Racing de Santander,Atlético de Madrid,0,0
8/11/1981,1981-1982,9,Cádiz,Español,0,1
8/11/1981,1981-1982,9,Castellón,Hércules,2,2
8/11/1981,1981-1982,9,Betis,Osasuna,1,0
8/11/1981,1981-1982,9,Barcelona,Sevilla,1,2
8/11/1981,1981-1982,9,Las Palmas,Valencia,2,3
8/11/1981,1981-1982,9,Real Sociedad,Valladolid,1,2
8/11/1981,1981-1982,9,Sporting de Gijón,Zaragoza,1,1
11/11/1981,1981-1982,10,Hércules,Barcelona,0,5
11/11/1981,1981-1982,10,Athletic Club,Betis,1,2
11/11/1981,1981-1982,10,Osasuna,Cádiz,0,1
11/11/1981,1981-1982,10,Zaragoza,Castellón,1,2
11/11/1981,1981-1982,10,Valencia,Sporting de Gijón,0,1
11/11/1981,1981-1982,10,Español,Las Palmas,0,2
11/11/1981,1981-1982,10,Sevilla,Racing de Santander,0,3
11/11/1981,1981-1982,10,Atlético de Madrid,Real Sociedad,0,1
11/11/1981,1981-1982,10,Valladolid,Real Madrid,1,3
14/11/1981,1981-1982,11,Sporting de Gijón,Español,1,5
15/11/1981,1981-1982,11,Cádiz,Athletic Club,0,3
15/11/1981,1981-1982,11,Racing de Santander,Hércules,4,3
15/11/1981,1981-1982,11,Las Palmas,Osasuna,3,1
15/11/1981,1981-1982,11,Betis,Real Madrid,1,4
15/11/1981,1981-1982,11,Real Sociedad,Sevilla,2,2
15/11/1981,1981-1982,11,Castellón,Valencia,0,1
15/11/1981,1981-1982,11,Atlético de Madrid,Valladolid,1,2
15/11/1981,1981-1982,11,Barcelona,Zaragoza,2,2
21/11/1981,1981-1982,12,Athletic Club,Las Palmas,1,2
22/11/1981,1981-1982,12,Sevilla,Atlético de Madrid,2,1
22/11/1981,1981-1982,12,Valencia,Barcelona,1,5
22/11/1981,1981-1982,12,Valladolid,Betis,0,4
22/11/1981,1981-1982,12,Real Madrid,Cádiz,0,1
22/11/1981,1981-1982,12,Español,Castellón,4,1
22/11/1981,1981-1982,12,Osasuna,Sporting de Gijón,0,2
22/11/1981,1981-1982,12,Zaragoza,Racing de Santander,1,0
22/11/1981,1981-1982,12,Hércules,Real Sociedad,1,2
28/11/1981,1981-1982,13,Real Sociedad,Zaragoza,2,3
29/11/1981,1981-1982,13,Sporting de Gijón,Athletic Club,1,2
29/11/1981,1981-1982,13,Cádiz,Betis,0,2
29/11/1981,1981-1982,13,Barcelona,Español,4,0
29/11/1981,1981-1982,13,Atlético de Madrid,Hércules,1,0
29/11/1981,1981-1982,13,Castellón,Osasuna,1,4
29/11/1981,1981-1982,13,Las Palmas,Real Madrid,1,2
29/11/1981,1981-1982,13,Racing de Santander,Valencia,0,3
29/11/1981,1981-1982,13,Sevilla,Valladolid,1,2
5/12/1981,1981-1982,14,Betis,Las Palmas,1,3
6/12/1981,1981-1982,14,Zaragoza,Atlético de Madrid,0,1
6/12/1981,1981-1982,14,Osasuna,Barcelona,0,2
6/12/1981,1981-1982,14,Valladolid,Cádiz,0,0
6/12/1981,1981-1982,14,Athletic Club,Castellón,2,1
6/12/1981,1981-1982,14,Real Madrid,Sporting de Gijón,1,0
6/12/1981,1981-1982,14,Español,Racing de Santander,1,2
6/12/1981,1981-1982,14,Valencia,Real Sociedad,1,4
6/12/1981,1981-1982,14,Hércules,Sevilla,1,0
12/12/1981,1981-1982,15,Atlético de Madrid,Valencia,0,1
13/12/1981,1981-1982,15,Barcelona,Athletic Club,1,1
13/12/1981,1981-1982,15,Sporting de Gijón,Betis,0,2
13/12/1981,1981-1982,15,Las Palmas,Cádiz,2,0
13/12/1981,1981-1982,15,Real Sociedad,Español,1,2
13/12/1981,1981-1982,15,Racing de Santander,Osasuna,1,2
13/12/1981,1981-1982,15,Castellón,Real Madrid,0,4
13/12/1981,1981-1982,15,Hércules,Valladolid,0,1
13/12/1981,1981-1982,15,Sevilla,Zaragoza,4,1
19/12/1981,1981-1982,16,Betis,Castellón,0,0
20/12/1981,1981-1982,16,Español,Atlético de Madrid,0,1
20/12/1981,1981-1982,16,Real Madrid,Barcelona,1,3
20/12/1981,1981-1982,16,Cádiz,Sporting de Gijón,1,2
20/12/1981,1981-1982,16,Zaragoza,Hércules,1,0
20/12/1981,1981-1982,16,Athletic Club,Racing de Santander,3,1
20/12/1981,1981-1982,16,Osasuna,Real Sociedad,0,1
20/12/1981,1981-1982,16,Valencia,Sevilla,0,2
20/12/1981,1981-1982,16,Las Palmas,Valladolid,0,1
27/12/1981,1981-1982,17,Real Sociedad,Athletic Club,1,1
27/12/1981,1981-1982,17,Barcelona,Betis,0,2
27/12/1981,1981-1982,17,Castellón,Cádiz,1,5
27/12/1981,1981-1982,17,Sevilla,Español,0,2
27/12/1981,1981-1982,17,Sporting de Gijón,Las Palmas,1,1
27/12/1981,1981-1982,17,Atlético de Madrid,Osasuna,1,0
27/12/1981,1981-1982,17,Racing de Santander,Real Madrid,0,4
27/12/1981,1981-1982,17,Hércules,Valencia,0,2
27/12/1981,1981-1982,17,Valladolid,Zaragoza,1,2
2/01/1982,1981-1982,18,Real Sociedad,Real Madrid,1,1
3/01/1982,1981-1982,18,Atlético de Madrid,Athletic Club,0,2
3/01/1982,1981-1982,18,Racing de Santander,Betis,1,1
3/01/1982,1981-1982,18,Barcelona,Cádiz,0,1
3/01/1982,1981-1982,18,Hércules,Español,1,0
3/01/1982,1981-1982,18,Valladolid,Sporting de Gijón,2,2
3/01/1982,1981-1982,18,Castellón,Las Palmas,3,1
3/01/1982,1981-1982,18,Sevilla,Osasuna,0,1
3/01/1982,1981-1982,18,Zaragoza,Valencia,1,2
9/01/1982,1981-1982,19,Athletic Club,Sevilla,0,1
10/01/1982,1981-1982,19,Real Madrid,Atlético de Madrid,3,2
10/01/1982,1981-1982,19,Las Palmas,Barcelona,0,4
10/01/1982,1981-1982,19,Sporting de Gijón,Castellón,2,0
10/01/1982,1981-1982,19,Osasuna,Hércules,2,1
10/01/1982,1981-1982,19,Cádiz,Racing de Santander,1,2
10/01/1982,1981-1982,19,Betis,Real Sociedad,0,1
10/01/1982,1981-1982,19,Valencia,Valladolid,1,1
10/01/1982,1981-1982,19,Español,Zaragoza,2,2
16/01/1982,1981-1982,20,Barcelona,Sporting de Gijón,0,0
17/01/1982,1981-1982,20,Hércules,Athletic Club,1,3
17/01/1982,1981-1982,20,Atlético de Madrid,Betis,1,3
17/01/1982,1981-1982,20,Real Sociedad,Cádiz,1,2
17/01/1982,1981-1982,20,Valladolid,Castellón,1,1
17/01/1982,1981-1982,20,Valencia,Español,2,3
17/01/1982,1981-1982,20,Racing de Santander,Las Palmas,1,1
17/01/1982,1981-1982,20,Zaragoza,Osasuna,0,1
17/01/1982,1981-1982,20,Sevilla,Real Madrid,1,2
24/01/1982,1981-1982,21,Zaragoza,Athletic Club,1,4
24/01/1982,1981-1982,21,Cádiz,Atlético de Madrid,0,1
24/01/1982,1981-1982,21,Castellón,Barcelona,3,4
24/01/1982,1981-1982,21,Real Madrid,Hércules,1,0
24/01/1982,1981-1982,21,Sporting de Gijón,Racing de Santander,0,1
24/01/1982,1981-1982,21,Las Palmas,Real Sociedad,0,2
24/01/1982,1981-1982,21,Betis,Sevilla,1,1
24/01/1982,1981-1982,21,Osasuna,Valencia,1,4
24/01/1982,1981-1982,21,Español,Valladolid,4,2
30/01/1982,1981-1982,22,Atlético de Madrid,Las Palmas,2,1
31/01/1982,1981-1982,22,Valencia,Athletic Club,0,1
31/01/1982,1981-1982,22,Valladolid,Barcelona,1,3
31/01/1982,1981-1982,22,Hércules,Betis,2,1
31/01/1982,1981-1982,22,Sevilla,Cádiz,0,2
31/01/1982,1981-1982,22,Racing de Santander,Castellón,0,0
31/01/1982,1981-1982,22,Real Sociedad,Sporting de Gijón,3,2
31/01/1982,1981-1982,22,Español,Osasuna,0,3
31/01/1982,1981-1982,22,Zaragoza,Real Madrid,0,3
7/02/1982,1981-1982,23,Sporting de Gijón,Atlético de Madrid,1,1
7/02/1982,1981-1982,23,Athletic Club,Español,0,1
7/02/1982,1981-1982,23,Cádiz,Hércules,1,2
7/02/1982,1981-1982,23,Barcelona,Racing de Santander,1,0
7/02/1982,1981-1982,23,Castellón,Real Sociedad,1,3
7/02/1982,1981-1982,23,Las Palmas,Sevilla,0,0
7/02/1982,1981-1982,23,Real Madrid,Valencia,1,2
7/02/1982,1981-1982,23,Osasuna,Valladolid,0,2
7/02/1982,1981-1982,23,Betis,Zaragoza,3,3
13/02/1982,1981-1982,24,Osasuna,Athletic Club,1,5
13/02/1982,1981-1982,24,Valencia,Betis,3,2
14/02/1982,1981-1982,24,Real Sociedad,Barcelona,0,2
14/02/1982,1981-1982,24,Zaragoza,Cádiz,0,1
14/02/1982,1981-1982,24,Atlético de Madrid,Castellón,0,3
14/02/1982,1981-1982,24,Sevilla,Sporting de Gijón,2,0
14/02/1982,1981-1982,24,Hércules,Las Palmas,0,2
14/02/1982,1981-1982,24,Valladolid,Racing de Santander,0,3
14/02/1982,1981-1982,24,Español,Real Madrid,1,1
20/02/1982,1981-1982,25,Athletic Club,Valladolid,0,1
21/02/1982,1981-1982,25,Barcelona,Atlético de Madrid,1,0
21/02/1982,1981-1982,25,Betis,Español,4,2
21/02/1982,1981-1982,25,Sporting de Gijón,Hércules,0,1
21/02/1982,1981-1982,25,Real Madrid,Osasuna,2,3
21/02/1982,1981-1982,25,Racing de Santander,Real Sociedad,1,1
21/02/1982,1981-1982,25,Castellón,Sevilla,0,4
21/02/1982,1981-1982,25,Cádiz,Valencia,0,1
21/02/1982,1981-1982,25,Las Palmas,Zaragoza,0,1
27/02/1982,1981-1982,26,Español,Cádiz,0,0
28/02/1982,1981-1982,26,Sevilla,Barcelona,0,2
28/02/1982,1981-1982,26,Osasuna,Betis,0,2
28/02/1982,1981-1982,26,Hércules,Castellón,2,1
28/02/1982,1981-1982,26,Zaragoza,Sporting de Gijón,2,1
28/02/1982,1981-1982,26,Valencia,Las Palmas,0,3
28/02/1982,1981-1982,26,Atlético de Madrid,Racing de Santander,0,1
28/02/1982,1981-1982,26,Valladolid,Real Sociedad,0,4
28/02/1982,1981-1982,26,Athletic Club,Real Madrid,1,1
7/03/1982,1981-1982,27,Betis,Athletic Club,1,5
7/03/1982,1981-1982,27,Real Sociedad,Atlético de Madrid,0,2
7/03/1982,1981-1982,27,Las Palmas,Español,1,2
7/03/1982,1981-1982,27,Barcelona,Hércules,2,2
7/03/1982,1981-1982,27,Cádiz,Osasuna,1,6
7/03/1982,1981-1982,27,Racing de Santander,Sevilla,0,4
7/03/1982,1981-1982,27,Sporting de Gijón,Valencia,0,1
7/03/1982,1981-1982,27,Real Madrid,Valladolid,0,0
7/03/1982,1981-1982,27,Castellón,Zaragoza,2,3
13/03/1982,1981-1982,28,Zaragoza,Barcelona,1,2
13/03/1982,1981-1982,28,Valencia,Castellón,4,1
13/03/1982,1981-1982,28,Osasuna,Las Palmas,0,0
14/03/1982,1981-1982,28,Valladolid,Atlético de Madrid,0,2
14/03/1982,1981-1982,28,Real Madrid,Betis,0,0
14/03/1982,1981-1982,28,Athletic Club,Cádiz,0,3
14/03/1982,1981-1982,28,Español,Sporting de Gijón,1,4
14/03/1982,1981-1982,28,Hércules,Racing de Santander,0,2
14/03/1982,1981-1982,28,Sevilla,Real Sociedad,0,1
20/03/1982,1981-1982,29,Las Palmas,Athletic Club,1,3
21/03/1982,1981-1982,29,Castellón,Español,2,3
21/03/1982,1981-1982,29,Real Sociedad,Hércules,0,2
21/03/1982,1981-1982,29,Sporting de Gijón,Osasuna,1,1
21/03/1982,1981-1982,29,Cádiz,Real Madrid,0,2
21/03/1982,1981-1982,29,Atlético de Madrid,Sevilla,0,1
21/03/1982,1981-1982,29,Barcelona,Valencia,0,3
21/03/1982,1981-1982,29,Betis,Valladolid,0,3
21/03/1982,1981-1982,29,Racing de Santander,Zaragoza,0,1
27/03/1982,1981-1982,30,Valencia,Racing de Santander,1,1
27/03/1982,1981-1982,30,Zaragoza,Real Sociedad,0,3
28/03/1982,1981-1982,30,Hércules,Atlético de Madrid,0,1
28/03/1982,1981-1982,30,Español,Barcelona,3,1
28/03/1982,1981-1982,30,Betis,Cádiz,2,0
28/03/1982,1981-1982,30,Osasuna,Castellón,1,1
28/03/1982,1981-1982,30,Athletic Club,Sporting de Gijón,3,1
28/03/1982,1981-1982,30,Real Madrid,Las Palmas,0,1
28/03/1982,1981-1982,30,Valladolid,Sevilla,2,4
3/04/1982,1981-1982,31,Barcelona,Osasuna,2,3
4/04/1982,1981-1982,31,Castellón,Athletic Club,1,2
4/04/1982,1981-1982,31,Las Palmas,Betis,1,4
4/04/1982,1981-1982,31,Racing de Santander,Español,1,1
4/04/1982,1981-1982,31,Sevilla,Hércules,1,0
4/04/1982,1981-1982,31,Sporting de Gijón,Real Madrid,1,1
4/04/1982,1981-1982,31,Real Sociedad,Valencia,2,1
4/04/1982,1981-1982,31,Cádiz,Valladolid,0,2
4/04/1982,1981-1982,31,Atlético de Madrid,Zaragoza,2,2
11/04/1982,1981-1982,32,Valencia,Atlético de Madrid,1,2
